product_title,rating,transaction_id,date,channel,region,customer_id,quantity,price,revenue
The Black Maria,One,1368,2021-11-08,Mobile,Europe,29025,1,45.09279895740642,45.09279895740642
"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,1369,2020-02-16,Online,Asia,13134,5,26.796628421942227,133.98314210971114
The Requiem Red,One,1370,2021-06-01,Online,US,21234,3,19.02437398287662,57.07312194862986
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,1371,2020-07-14,Store,Europe,12417,5,14.192888954706449,70.96444477353225
Olio,One,1372,2019-01-31,Online,Asia,25046,3,21.00967691846967,63.02903075540901
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,1373,2025-08-14,Online,US,26364,4,55.65784329535869,222.63137318143475
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,1374,2019-11-09,Store,US,23537,3,35.47019235515813,106.4105770654744
Thirst,Five,1375,2024-06-05,Store,US,47677,4,20.34783465206466,81.39133860825864
Birdsong: A Story in Pictures,Three,1376,2024-01-16,Mobile,US,46517,3,51.17786450244478,153.53359350733433
Soumission,One,1377,2019-12-17,Store,Asia,33827,2,55.18523267414637,110.37046534829274
The Murder That Never Was (Forensic Instincts #5),Three,1378,2023-11-24,Store,Asia,21255,3,55.52393175943384,166.57179527830152
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,1379,2023-05-17,Online,US,24302,5,20.72646638704251,103.63233193521255
The Dirty Little Secrets of Getting Your Dream Job,Four,1380,2023-07-21,Online,Europe,44686,4,37.08925044709445,148.3570017883778
The Past Never Ends,Four,1381,2022-10-10,Mobile,US,23029,1,59.32591397021646,59.32591397021646
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,1382,2019-06-05,Store,Asia,47870,1,25.398407359155954,25.398407359155954
Soul Reader,Two,1383,2019-11-10,Online,Europe,12430,3,34.7856137276372,104.3568411829116
It's Only the Himalayas,Two,1384,2023-12-12,Store,Europe,47334,3,44.600219489105896,133.8006584673177
The Secret of Dreadwillow Carse,One,1385,2023-12-02,Online,Europe,11948,4,54.288526640593474,217.1541065623739
"In a Dark, Dark Wood",One,1386,2019-04-17,Online,US,37674,5,16.658014418650016,83.29007209325007
Aladdin and His Wonderful Lamp,Three,1387,2023-02-14,Store,Asia,47052,3,44.40387223437445,133.21161670312335
Chase Me (Paris Nights #2),Five,1388,2019-06-07,Mobile,Asia,13514,4,20.67416318653342,82.69665274613368
Tipping the Velvet,One,1389,2020-06-07,Store,Europe,39982,3,59.59453243100732,178.78359729302196
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,1390,2024-07-09,Store,US,26927,5,22.647205480649227,113.23602740324614
Sharp Objects,Four,1391,2019-06-02,Online,US,16837,1,44.56086561519339,44.56086561519339
Without Borders (Wanderlove #1),Two,1392,2024-06-27,Store,Europe,20735,3,38.06005179384276,114.18015538152828
"Layered: Baking, Building, and Styling Spectacular Cakes",One,1393,2023-06-09,Mobile,Asia,23328,4,37.36179112645815,149.4471645058326
Penny Maybe,Three,1394,2019-02-16,Online,Asia,40853,2,28.38840357282082,56.77680714564164
It's Only the Himalayas,Two,1395,2023-06-26,Mobile,US,36804,3,48.98457369660954,146.9537210898286
Birdsong: A Story in Pictures,Three,1396,2019-11-07,Online,Europe,19684,5,45.27570800591315,226.37854002956576
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,1397,2019-02-07,Online,Europe,44737,4,64.86399849024579,259.45599396098316
The Nameless City (The Nameless City #1),Four,1398,2025-06-06,Mobile,Europe,43176,1,45.694061496376385,45.694061496376385
Sophie's World,Five,1399,2021-03-03,Online,Asia,33387,4,15.119377312155072,60.47750924862029
The Bear and the Piano,One,1400,2021-06-19,Online,Asia,48692,2,36.35544495392218,72.71088990784436
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,1401,2025-06-01,Online,Europe,36811,5,33.34351672414711,166.71758362073552
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,1402,2020-11-25,Online,Asia,21806,3,56.04772201789771,168.14316605369314
In the Country We Love: My Family Divided,Four,1403,2019-04-12,Online,US,27081,4,22.56564292664603,90.26257170658413
"In a Dark, Dark Wood",One,1404,2019-07-04,Online,Europe,31439,1,16.735006484686757,16.735006484686757
On a Midnight Clear,Three,1405,2023-05-20,Online,Europe,12716,5,12.222556305812779,61.112781529063895
The Past Never Ends,Four,1406,2025-01-16,Mobile,Asia,40029,1,58.17110243539277,58.17110243539277
Maude (1883-1993):She Grew Up with the country,Two,1407,2023-03-16,Online,US,23855,5,19.95763548187471,99.78817740937356
The Dirty Little Secrets of Getting Your Dream Job,Four,1408,2024-08-26,Store,Asia,26723,4,38.70033322751508,154.80133291006032
Black Dust,Five,1409,2021-04-01,Store,US,38595,2,39.44659248656761,78.89318497313522
In the Country We Love: My Family Divided,Four,1410,2020-03-05,Store,Europe,17805,4,26.314698949163592,105.25879579665437
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,1411,2020-02-11,Store,Europe,45174,4,23.893965322245386,95.57586128898154
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,1412,2020-04-24,Store,US,23373,3,39.948458139518365,119.8453744185551
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,1413,2019-03-08,Mobile,US,12838,1,34.464922790480486,34.464922790480486
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,1414,2023-04-26,Online,Asia,45233,5,33.99817010769421,169.99085053847102
Private Paris (Private #10),Five,1415,2020-09-04,Online,Europe,15802,1,44.27456704567255,44.27456704567255
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,1416,2019-03-12,Store,Asia,47552,2,13.647281366836756,27.294562733673512
In Her Wake,One,1417,2020-07-03,Store,US,49385,3,13.349608978247716,40.04882693474315
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,1418,2023-09-23,Store,Europe,46203,3,44.05583410099852,132.16750230299556
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Three,1419,2024-03-01,Online,US,27196,3,26.07760125402536,78.23280376207609
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,1420,2020-03-02,Store,US,37693,4,42.312951077782316,169.25180431112926
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,1421,2019-05-28,Store,Asia,26762,2,44.378981548616416,88.75796309723283
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,1422,2020-07-15,Mobile,US,44307,3,45.758734403162265,137.2762032094868
Chase Me (Paris Nights #2),Five,1423,2022-11-20,Mobile,US,25770,1,22.960967319362226,22.960967319362226
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,1424,2019-08-24,Mobile,Europe,45602,3,20.483567363302765,61.45070208990829
The Elephant Tree,Five,1425,2023-09-10,Mobile,Europe,36569,3,26.999719621393535,80.9991588641806
Unicorn Tracks,Three,1426,2019-05-08,Mobile,US,37065,1,20.37186851402417,20.37186851402417
Behind Closed Doors,Four,1427,2021-11-26,Mobile,Europe,18321,1,56.621383400945575,56.621383400945575
The Bear and the Piano,One,1428,2023-04-16,Mobile,Asia,43544,4,31.58787917878256,126.35151671513024
Maude (1883-1993):She Grew Up with the country,Two,1429,2021-05-07,Online,Europe,34001,2,16.181152472661033,32.362304945322066
Chase Me (Paris Nights #2),Five,1430,2023-02-09,Mobile,Europe,17144,3,27.004628988798068,81.01388696639421
Soumission,One,1431,2021-07-05,Mobile,Asia,45110,3,56.743042122541134,170.2291263676234
Sharp Objects,Four,1432,2019-10-26,Mobile,US,49796,4,45.45572910945914,181.82291643783657
The Dirty Little Secrets of Getting Your Dream Job,Four,1433,2024-10-11,Mobile,Asia,11981,3,35.63701980816515,106.91105942449545
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,1434,2021-12-20,Online,Europe,45654,3,20.59907110030544,61.797213300916326
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,1435,2025-12-31,Store,Asia,24663,2,23.117559738986554,46.23511947797311
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,1436,2021-11-14,Mobile,Europe,45614,1,54.633740547204646,54.633740547204646
It's Only the Himalayas,Two,1437,2022-02-13,Mobile,Asia,37385,5,48.35795538905911,241.78977694529553
Set Me Free,Five,1438,2020-03-26,Online,Europe,18169,5,14.210494579380654,71.05247289690327
The Past Never Ends,Four,1439,2022-12-22,Store,Europe,38932,5,63.55789658837951,317.7894829418976
Rip it Up and Start Again,Five,1440,2021-12-12,Store,Asia,21244,3,33.21631774232763,99.6489532269829
The Electric Pencil: Drawings from Inside State Hospital No. 3,One,1441,2025-10-27,Mobile,Asia,32608,1,62.7691497788732,62.7691497788732
"Pop Gun War, Volume 1: Gift",One,1442,2022-07-09,Online,US,43652,2,18.089996799493548,36.179993598987096
The Torch Is Passed: A Harding Family Story,One,1443,2024-08-26,Mobile,Europe,16772,3,20.56542543544273,61.69627630632819
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,1444,2022-07-01,Mobile,Europe,18746,4,56.68302706890138,226.73210827560553
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,1445,2022-08-27,Store,Asia,35762,4,23.531576576183806,94.12630630473522
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,1446,2023-08-03,Online,Europe,48796,2,40.52086545601043,81.04173091202087
The Bear and the Piano,One,1447,2025-11-30,Mobile,US,17486,3,32.388714100618245,97.16614230185473
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,1448,2022-10-11,Online,Europe,12339,2,34.76442295717026,69.52884591434052
Patience,Three,1449,2023-02-05,Mobile,US,40647,2,11.319362068426981,22.638724136853963
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,1450,2020-04-05,Mobile,US,24216,5,11.832743078279275,59.16371539139638
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,1451,2019-02-01,Online,Europe,45461,2,14.31568304378993,28.63136608757986
Obsidian (Lux #1),Two,1452,2023-10-31,Online,Europe,39574,1,15.962291149998428,15.962291149998428
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,1453,2022-05-29,Mobile,Europe,38492,2,21.205504004152253,42.411008008304506
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,1454,2024-07-16,Mobile,Europe,12603,3,12.577255903056523,37.73176770916957
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,1455,2025-03-11,Online,US,41697,4,42.22132104205709,168.88528416822837
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,1456,2021-01-27,Store,US,37146,4,25.13630281344488,100.54521125377951
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,1457,2025-05-07,Mobile,Europe,29077,3,48.17518752624496,144.52556257873488
The Natural History of Us (The Fine Art of Pretending #2),Three,1458,2025-02-27,Mobile,Asia,31978,5,50.571456760866894,252.8572838043345
This One Summer,Four,1459,2019-07-18,Online,US,27825,5,18.334353971559736,91.67176985779868
Behind Closed Doors,Four,1460,2020-10-08,Online,Europe,33299,5,62.5846974664264,312.92348733213197
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,1461,2025-03-17,Mobile,Europe,31484,1,22.436837289604224,22.436837289604224
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,1462,2019-11-20,Store,US,33796,5,47.924598888041125,239.62299444020562
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,1463,2022-10-04,Mobile,US,23605,4,16.04420657073258,64.17682628293032
The Secret of Dreadwillow Carse,One,1464,2019-04-03,Mobile,Europe,10701,5,65.88257702825922,329.4128851412961
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,1465,2023-02-20,Mobile,Asia,31254,1,17.36862219126879,17.36862219126879
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,1466,2020-02-14,Online,Europe,36703,1,26.533268836381236,26.533268836381236
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,1467,2019-02-22,Store,Europe,10969,4,36.61666375639878,146.46665502559512
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,1468,2019-08-17,Store,Asia,36395,1,42.05033557796155,42.05033557796155
Thirst,Five,1469,2023-09-16,Store,US,20433,5,19.352157531025583,96.76078765512791
Private Paris (Private #10),Five,1470,2022-10-01,Mobile,Europe,27063,2,44.90254420277261,89.80508840554522
The Electric Pencil: Drawings from Inside State Hospital No. 3,One,1471,2022-11-23,Online,US,24754,3,51.41608734365619,154.24826203096856
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,1472,2022-01-14,Mobile,US,37534,4,36.09679347259655,144.3871738903862
In Her Wake,One,1473,2021-12-29,Mobile,Europe,42975,2,15.056332787398166,30.11266557479633
Princess Between Worlds (Wide-Awake Princess #5),Five,1474,2023-01-08,Store,Asia,45376,2,11.233798387797895,22.46759677559579
Untitled Collection: Sabbath Poems 2014,Four,1475,2021-05-28,Mobile,Europe,49832,1,15.437764989632708,15.437764989632708
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,1476,2023-01-15,Online,US,33582,1,12.691667374463101,12.691667374463101
Join,Five,1477,2019-08-28,Store,Europe,37727,4,37.85044718200839,151.40178872803355
How Music Works,Two,1478,2025-05-18,Online,US,33334,5,32.530483268790235,162.6524163439512
"In a Dark, Dark Wood",One,1479,2020-01-11,Online,Europe,17037,5,16.339813403322694,81.69906701661347
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,1480,2025-07-15,Mobile,Europe,48770,2,21.456040650529356,42.91208130105871
Aladdin and His Wonderful Lamp,Three,1481,2021-11-01,Online,US,13997,5,61.634867426762376,308.1743371338119
On a Midnight Clear,Three,1482,2020-06-21,Mobile,Asia,41860,1,13.806283679149976,13.806283679149976
The Murder That Never Was (Forensic Instincts #5),Three,1483,2020-04-15,Store,Asia,45024,5,52.66181642844926,263.30908214224627
The Requiem Red,One,1484,2023-01-28,Store,Asia,20325,5,27.16325611343079,135.81628056715397
Sophie's World,Five,1485,2022-06-30,Online,Europe,25643,4,13.107648590860281,52.430594363441124
Aladdin and His Wonderful Lamp,Three,1486,2023-06-25,Mobile,Europe,34226,2,60.72297615368953,121.44595230737906
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,1487,2019-12-25,Online,US,49517,3,47.43119634750662,142.29358904251987
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,1488,2023-07-27,Mobile,US,20372,3,31.749749266822803,95.24924780046841
Sharp Objects,Four,1489,2021-06-02,Online,US,45533,5,43.31223512622238,216.56117563111192
Mesaerion: The Best Science Fiction Stories 1800-1849,One,1490,2025-09-17,Mobile,Asia,45821,3,30.771489858703134,92.3144695761094
Tipping the Velvet,One,1491,2025-08-26,Mobile,Asia,42834,3,63.09956528786589,189.2986958635977
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,1492,2020-11-01,Store,Europe,18462,5,47.66056730985424,238.30283654927118
In the Country We Love: My Family Divided,Four,1493,2021-07-16,Mobile,US,20550,4,24.346533734860856,97.38613493944342
Untitled Collection: Sabbath Poems 2014,Four,1494,2022-01-02,Online,Europe,18925,5,15.399135870628127,76.99567935314063
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,1495,2024-07-09,Store,Europe,28571,1,23.226631829201903,23.226631829201903
Maude (1883-1993):She Grew Up with the country,Two,1496,2024-04-27,Mobile,Asia,12751,5,16.65143692916733,83.25718464583665
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,1497,2023-09-19,Online,Asia,48863,5,12.507629551498058,62.538147757490286
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,1498,2023-12-17,Store,Europe,32940,5,13.662547554066569,68.31273777033284
Thirst,Five,1499,2019-04-23,Store,Europe,43545,2,19.339731319206997,38.679462638413995
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,1500,2022-12-04,Mobile,Asia,45710,3,21.962926454384114,65.88877936315234
Unicorn Tracks,Three,1501,2022-12-23,Store,Asia,42591,5,16.154772295598733,80.77386147799366
The Bear and the Piano,One,1502,2020-02-27,Store,Asia,36252,4,30.54867784285626,122.19471137142504
The Natural History of Us (The Fine Art of Pretending #2),Three,1503,2023-12-27,Mobile,Europe,37709,3,50.262640026113715,150.78792007834113
Behind Closed Doors,Four,1504,2024-04-07,Online,Asia,35496,3,61.7589979461191,185.2769938383573
Shakespeare's Sonnets,Four,1505,2020-09-04,Store,US,40773,1,21.589819746599478,21.589819746599478
On a Midnight Clear,Three,1506,2019-01-29,Mobile,US,18950,2,13.676717403200989,27.353434806401978
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,1507,2024-06-19,Online,Asia,11661,1,39.93796154095773,39.93796154095773
A Light in the Attic,Three,1508,2020-01-02,Mobile,Europe,44625,3,61.90542288355435,185.71626865066304
How Music Works,Two,1509,2021-10-16,Mobile,Europe,35400,1,32.87219561770932,32.87219561770932
"In a Dark, Dark Wood",One,1510,2023-12-14,Mobile,Asia,41401,5,21.36852052083932,106.8426026041966
Without Borders (Wanderlove #1),Two,1511,2024-11-21,Store,Asia,10740,3,47.31412527429123,141.9423758228737
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,1512,2021-02-05,Online,Asia,22478,3,40.69758409258772,122.09275227776315
"Pop Gun War, Volume 1: Gift",One,1513,2025-04-02,Online,Europe,23682,3,18.071682927510196,54.21504878253059
The Murder That Never Was (Forensic Instincts #5),Three,1514,2021-02-11,Mobile,Europe,20008,4,46.04318957798427,184.1727583119371
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,1515,2023-12-19,Mobile,US,40834,2,30.549493189697532,61.098986379395065
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Three,1516,2024-10-20,Online,Asia,45178,4,29.6174344486309,118.4697377945236
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,1517,2019-01-25,Mobile,Europe,36917,3,11.271426625773424,33.814279877320274
You can't bury them all: Poems,Two,1518,2025-03-24,Online,Europe,18784,1,32.58127227588343,32.58127227588343
"We Love You, Charlie Freeman",Five,1519,2022-06-05,Mobile,Asia,20785,4,49.73024379362311,198.92097517449244
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,1520,2022-10-09,Mobile,Europe,44675,4,65.1324665715894,260.5298662863576
Join,Five,1521,2025-07-18,Store,Asia,10931,1,34.42337613090059,34.42337613090059
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,1522,2021-04-30,Store,Asia,48807,4,24.748717710990206,98.99487084396083
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,1523,2021-10-06,Online,Europe,42803,3,39.43398235296596,118.3019470588979
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,1524,2024-03-06,Store,Asia,31913,1,52.42388910913999,52.42388910913999
How Music Works,Two,1525,2022-10-24,Online,Europe,39721,4,34.25744736695781,137.02978946783125
The Requiem Red,One,1526,2023-02-02,Online,Europe,33516,1,23.798133531371107,23.798133531371107
Olio,One,1527,2024-02-19,Store,Asia,38959,1,27.592485987388326,27.592485987388326
The Secret of Dreadwillow Carse,One,1528,2020-10-22,Mobile,US,44152,4,59.68101014811949,238.72404059247796
The Requiem Red,One,1529,2022-11-25,Online,Asia,43698,3,25.709428542859413,77.12828562857824
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,1530,2024-10-03,Store,Europe,20886,1,19.47157681693928,19.47157681693928
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Five,1531,2022-05-23,Mobile,Asia,26111,5,36.9732661530345,184.8663307651725
The Electric Pencil: Drawings from Inside State Hospital No. 3,One,1532,2021-11-11,Store,US,29671,4,55.188435697326916,220.75374278930767
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,1533,2019-09-20,Online,Asia,40888,4,26.145620461922302,104.58248184768921
Libertarianism for Beginners,Two,1534,2021-03-30,Mobile,Asia,41185,3,47.695374011439604,143.0861220343188
Olio,One,1535,2021-01-11,Store,Europe,32394,2,22.358873561359932,44.717747122719864
Without Borders (Wanderlove #1),Two,1536,2019-09-09,Online,Asia,21643,4,38.44962897291473,153.79851589165892
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,1537,2025-05-22,Mobile,Europe,46556,3,23.7928869105677,71.37866073170309
Olio,One,1538,2025-04-28,Mobile,US,14450,4,23.799823052254016,95.19929220901606
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,1539,2020-06-08,Online,Asia,13520,2,27.973606656313947,55.947213312627895
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,1540,2020-10-06,Store,Asia,38007,1,59.92895997600842,59.92895997600842
This One Summer,Four,1541,2024-11-18,Mobile,Europe,30125,2,22.562010882538253,45.124021765076506
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Three,1542,2023-03-11,Online,Europe,35695,1,56.0504050107189,56.0504050107189
"We Love You, Charlie Freeman",Five,1543,2020-02-26,Store,US,29172,5,49.92756080720697,249.63780403603488
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,1544,2025-09-09,Online,Europe,28215,1,24.047221112812803,24.047221112812803
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,1545,2021-03-18,Mobile,US,21802,2,26.887912123141078,53.775824246282156
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,1546,2019-10-24,Store,Europe,12279,2,19.093090586979717,38.18618117395943
Patience,Three,1547,2022-03-16,Online,US,27223,1,9.03864664046926,9.03864664046926
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,1548,2025-10-27,Online,US,40907,2,58.2405349053664,116.4810698107328
The Requiem Red,One,1549,2022-02-04,Mobile,Europe,39828,5,25.102017413602645,125.51008706801323
"In a Dark, Dark Wood",One,1550,2025-07-26,Mobile,Asia,18749,3,19.062319317939902,57.18695795381971
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,1551,2019-08-28,Store,Asia,46333,1,53.35041635795599,53.35041635795599
Security,Two,1552,2023-12-19,Online,US,49279,2,36.27541452346071,72.55082904692142
The Death of Humanity: and the Case for Life,Four,1553,2020-07-20,Mobile,Asia,37359,5,66.8548648077164,334.274324038582
When We Collided,One,1554,2023-06-08,Online,Asia,43414,2,31.755115311777956,63.51023062355591
You can't bury them all: Poems,Two,1555,2023-05-08,Store,US,20613,3,39.6688407085249,119.00652212557469
Online Marketing for Busy Authors: A Step-By-Step Guide,One,1556,2019-04-07,Store,Asia,20522,4,46.310331686324155,185.24132674529662
Chase Me (Paris Nights #2),Five,1557,2021-05-29,Online,Asia,10595,4,25.609785323555606,102.43914129422242
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,1558,2020-07-08,Online,Europe,23970,4,46.85793266072122,187.43173064288487
Birdsong: A Story in Pictures,Three,1559,2022-07-21,Online,Asia,10567,4,44.36022288301285,177.4408915320514
Thirst,Five,1560,2020-04-04,Online,Asia,47110,4,17.231855218211532,68.92742087284613
The Black Maria,One,1561,2022-11-17,Mobile,Asia,45815,5,51.792897710432634,258.9644885521632
The Death of Humanity: and the Case for Life,Four,1562,2024-12-09,Store,Europe,41236,4,54.928608519787005,219.71443407914802
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,1563,2019-11-05,Mobile,US,10346,4,24.76527336297847,99.06109345191388
Reskilling America: Learning to Labor in the Twenty-First Century,Two,1564,2023-05-07,Store,US,19439,4,21.392769981169874,85.5710799246795
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,1565,2025-02-28,Mobile,Asia,18461,2,62.027105988164394,124.05421197632879
Online Marketing for Busy Authors: A Step-By-Step Guide,One,1566,2019-12-01,Store,US,49252,5,53.065579678468914,265.3278983923446
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,1567,2023-09-25,Mobile,Europe,32723,2,16.342501040145926,32.68500208029185
The Electric Pencil: Drawings from Inside State Hospital No. 3,One,1568,2022-01-20,Store,US,48994,2,54.58141440068462,109.16282880136924
The Torch Is Passed: A Harding Family Story,One,1569,2025-11-05,Online,US,21861,1,15.980951053624919,15.980951053624919
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,1570,2022-03-21,Store,US,32851,5,58.06058666491051,290.30293332455255
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,1571,2021-04-08,Online,US,10717,4,26.329635618007806,105.31854247203123
Join,Five,1572,2025-11-27,Mobile,US,45055,4,42.459422939456545,169.83769175782618
The Black Maria,One,1573,2021-09-27,Online,Asia,22920,1,61.29663198857053,61.29663198857053
Soumission,One,1574,2020-02-08,Online,Europe,19537,1,57.356424675160824,57.356424675160824
The Black Maria,One,1575,2023-01-31,Store,Asia,43503,3,45.22909988034608,135.68729964103824
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,1576,2019-06-03,Store,Asia,32880,1,17.687021340075628,17.687021340075628
Thirst,Five,1577,2024-08-27,Online,Asia,49299,1,19.01429002328029,19.01429002328029
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,1578,2021-07-27,Store,Asia,41834,4,33.90347806238906,135.61391224955625
The Art Forger,Three,1579,2024-11-07,Online,Europe,20667,5,39.0402541656863,195.2012708284315
Sophie's World,Five,1580,2025-01-14,Online,Europe,30884,3,18.83747656089819,56.51242968269457
The Bear and the Piano,One,1581,2020-09-14,Mobile,Europe,11809,3,41.647340793688855,124.94202238106656
You can't bury them all: Poems,Two,1582,2020-06-23,Online,Europe,44911,2,34.42698637063837,68.85397274127673
